"wasp.disp","delta","prop.delta","converge","peak.resistant1","peak.resistant2","trough.resistant1","trough.resistant2","peak.susceptible1","peak.susceptible2","trough.susceptible1","trough.susceptible2","peak.wasps1","peak.wasps2","trough.wasps1","trough.wasps2","peak.prop1","peak.prop2","trough.prop1","trough.prop2"
0,0.00673794699908547,0.00366675546187737,TRUE,542.081482072472,488.883614713941,4.19681997692208,3.35473865156208,1208.9520705067,1131.4466698573,0.397831663336377,0.322353644565593,8.77859244445995,7.53182802877136,0.000141028104726828,8.17602771602195e-05,0.957799155973812,0.949633065304571,0.2063539562435,0.175002764801887
0,0.0111089965382423,0.00603111150586823,TRUE,542.081482072472,488.883614713941,4.19681997692208,3.35473865156208,1208.9520705067,1131.4466698573,0.397831663336377,0.322353644565593,8.77859244445995,7.53182802877136,0.000141028104726828,8.17602771602195e-05,0.957799155973812,0.949633065304571,0.2063539562435,0.175002764801887
0,0.0183156388887342,0.00990486892380836,TRUE,542.081482072472,488.883614713941,4.19681997692208,3.35473865156208,1208.9520705067,1131.4466698573,0.397831663336377,0.322353644565593,8.77859244445995,7.53182802877136,0.000141028104726828,8.17602771602195e-05,0.957799155973812,0.949633065304571,0.2063539562435,0.175002764801887
0,0.0301973834223185,0.0162261072398313,TRUE,542.081482072472,488.883614713941,4.19681997692208,3.35473865156208,1208.9520705067,1131.4466698573,0.397831663336377,0.322353644565593,8.77859244445995,7.53182802877136,0.000141028104726828,8.17602771602195e-05,0.957799155973812,0.949633065304571,0.2063539562435,0.175002764801887
0,0.0497870683678639,0.0264736605478241,TRUE,542.081482072472,488.883614713941,4.19681997692208,3.35473865156208,1208.9520705067,1131.4466698573,0.397831663336377,0.322353644565593,8.77859244445995,7.53182802877136,0.000141028104726828,8.17602771602195e-05,0.957799155973812,0.949633065304571,0.2063539562435,0.175002764801887
0,0.0820849986238988,0.0429107371131369,TRUE,542.081482072472,488.883614713941,4.19681997692208,3.35473865156208,1208.9520705067,1131.4466698573,0.397831663336377,0.322353644565593,8.77859244445995,7.53182802877136,0.000141028104726828,8.17602771602195e-05,0.957799155973812,0.949633065304571,0.2063539562435,0.175002764801887
0,0.135335283236613,0.0688317676756533,TRUE,542.081482072472,488.883614713941,4.19681997692208,3.35473865156208,1208.9520705067,1131.4466698573,0.397831663336377,0.322353644565593,8.77859244445995,7.53182802877136,0.000141028104726828,8.17602771602195e-05,0.957799155973812,0.949633065304571,0.2063539562435,0.175002764801887
0,0.22313016014843,0.108633622328761,TRUE,542.081482072472,488.883614713941,4.19681997692208,3.35473865156208,1208.9520705067,1131.4466698573,0.397831663336377,0.322353644565593,8.77859244445995,7.53182802877136,0.000141028104726828,8.17602771602195e-05,0.957799155973812,0.949633065304571,0.2063539562435,0.175002764801887
0,0.367879441171442,0.167315358380446,TRUE,542.081482072472,488.883614713941,4.19681997692208,3.35473865156208,1208.9520705067,1131.4466698573,0.397831663336377,0.322353644565593,8.77859244445995,7.53182802877136,0.000141028104726828,8.17602771602195e-05,0.957799155973812,0.949633065304571,0.2063539562435,0.175002764801887
0,0.606530659712633,0.248846350599031,TRUE,542.081482072472,488.883614713941,4.19681997692208,3.35473865156208,1208.9520705067,1131.4466698573,0.397831663336377,0.322353644565593,8.77859244445995,7.53182802877136,0.000141028104726828,8.17602771602195e-05,0.957799155973812,0.949633065304571,0.2063539562435,0.175002764801887
