treatment,rep,start_date,red_line,green_line,cage,date,observer,plant1_red,plant2_red,plant3_red,plant4_red,plant5_red,plant6_red,plant7_red,plant8_red,plant9_red,plant10_red,plant11_red,plant12_red,plant13_red,plant14_red,plant15_red,plant16_red,plant1_green,plant2_green,plant3_green,plant4_green,plant5_green,plant6_green,plant7_green,plant8_green,plant9_green,plant10_green,plant11_green,plant12_green,plant13_green,plant14_green,plant15_green,plant16_green,wasps,mummies,alates_total_red,alates_total_green,alates_in_red,alates_in_green,replaced_plants,wasps_rm,mumm_rm,notes
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,12/13/2021,KVB,22,57,74,45,16,114,7,14,69,80,106,108,32,15,100,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,9,0,,no UT3 confirmed
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,12/09/2021,CES,5,0,0,1,11,0,2,20,16,1,0,0,28,19,0,0,61,1,0,14,73,0,59,45,43,23,0,2,40,190,0,0,1,0,6,3,7,1,"2,3,4,6,11,12,15,16",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,12/13/2021,KVB,38,3,29,11,27,0,0,25,92,1,21,10,100,57,2,11,25,16,28,25,86,4,0,143,76,0,26,14,117,235,25,17,0,3,8,3,17,1,"7,10",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,12/09/2021,CES,235,137,190,112,39,18,220,270,0,4,165,115,1,210,130,0,3,2,0,3,1,0,2,11,0,0,4,1,0,19,4,0,0,0,15,1,3,1,"3,4,5,9,10,13,16",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,12/13/2021,KVB,37,196,331,72,84,60,70,114,165,106,45,0,401,204,1,67,0,0,10,0,3,3,11,2,8,4,3,0,3,14,0,1,0,1,34,2,4,1,"1,8,11,12,15",0,1,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,12/09/2021,CES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13,9,0,0,10,1,"1,2,3,4",0,,number of alates in was inferred from total alates in other cage; no number was input
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,12/13/2021,KVB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,7,0,"4,8",11,,1 wasp was incredibly sneaky
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,12/09/2021,CES,31,53,42,23,2,32,18,37,26,9,2,42,19,8,6,7,26,7,32,6,0,5,18,45,5,1,0,1,2,4,1,0,5,0,20,3,0,0,"3,4,5,6,10,11,15,16",5,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,12/13/2021,KVB,8,104,114,7,52,11,27,30,7,49,13,49,15,74,7,48,6,62,87,1,10,0,10,8,1,10,6,7,2,14,0,17,2,4,15,1,0,0,"1,2,9,13,14",2,4,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,12/09/2021,CES,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,34,52,40,58,7,72,4,31,83,47,21,93,120,3,18,7,3,2,0,0,0,0,"1,2,5,16",0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,12/13/2021,KVB,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,3,53,2,14,29,4,2,85,13,34,14,85,0,16,23,3,1,0,0,0,0,"8,12,14,15",3,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,12/09/2021,CES,1,0,3,41,150,10,2,1,13,8,2,0,9,27,0,33,0,0,2,2,61,1,2,0,0,5,0,0,2,11,0,4,0,0,0,0,0,0,"1,2,3,6,11,12,13,15",0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,12/13/2021,KVB,29,10,15,19,6,5,0,0,0,0,12,78,8,53,2,1,3,0,3,1,3,2,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,"5,7,8,9,10,16",0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,WASP,12/09/2021,CES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,13,0,0,0,0,13,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,WASP,12/13/2021,KVB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,"1,3,4,5,9,10,11,16",8,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,12/09/2021,CES,96,16,0,8,43,109,125,100,190,47,130,1,180,0,46,290,6,7,0,1,3,19,12,23,5,3,1,0,31,0,29,9,0,0,0,0,0,0,"2,3,4,5,10,12,14,15",0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,12/13/2021,KVB,74,47,34,102,378,222,243,100,44,80,95,78,44,30,82,24,4,0,2,2,2,9,5,7,0,11,2,3,2,0,0,7,0,0,0,0,0,0,"9,13,16",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,12/16/2021,HB,10,2,2,26,7,7,37,38,20,45,12,19,48,4,8,67,32,0,6,46,12,0,56,93,72,37,32,33,72,13,22,2,0,0,9,3,10,0,,0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,12/20/2021,CES,89,43,2,5,107,92,96,4,53,28,3,27,70,0,5,167,78,30,1,0,82,29,112,23,69,41,0,37,75,0,0,105,0,1,8,0,10,0,"3,4,8,10,11,14,15",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,12/16/2021,HB,71,13,157,121,5,174,101,179,1,8,81,49,41,33,0,79,0,0,4,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,19,0,6,2,"5,7,10",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,12/20/2021,CES,285,61,320,300,122,275,31,350,43,40,145,230,200,120,67,195,1,0,7,0,9,0,0,11,0,0,0,0,1,16,31,2,0,0,20,0,4,0,2,0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,12/16/2021,HB,0,0,1,7,0,29,0,1,1,21,0,2,16,9,17,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,,0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,12/20/2021,CES,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,,,,0,,no alate input info recorded
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,12/16/2021,HB,102,26,84,146,65,66,60,115,35,31,158,242,36,21,82,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,12/20/2021,CES,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,,0,0,"4,6,10",0,,no alate info recorded; inferring alates in from other cage's data
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,12/16/2021,HB,3,8,12,35,0,0,17,53,48,27,22,9,12,10,2,15,9,32,81,142,9,21,18,212,28,131,99,71,63,71,31,15,2,0,13,18,10,0,1,0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,12/20/2021,CES,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,8,16,0,"5,13,14",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,12/16/2021,HB,41,28,161,62,210,73,139,31,181,34,22,8,49,3,17,37,3,1,0,0,0,1,0,0,0,7,0,0,2,0,1,0,0,0,21,1,6,10,"5,14",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,12/20/2021,CES,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,32,1,3,4,"2,7,9",1,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,12/16/2021,HB,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,4,2,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,12/20/2021,CES,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,0,0,3,1,,,,wasps removed were not recorded
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,12/16/2021,HB,4,0,42,2,9,21,12,1,1,11,15,23,17,22,32,33,0,18,35,2,59,15,35,3,2,1,15,35,14,22,7,21,1,0,8,3,0,0,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,12/20/2021,CES,185,155,45,25,69,57,43,16,8,62,91,0,77,0,34,30,19,36,30,52,79,50,51,8,1,3,67,0,26,0,28,48,0,2,6,1,0,0,12,0,2,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,12/16/2021,HB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,5,10,17,70,6,13,5,31,0,66,0,3,31,4,1,0,0,0,0,4,0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,12/20/2021,CES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,57,1,6,18,38,105,2,0,0,0,2,22,110,4,30,5,0,0,0,0,0,"9,10,11",5,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,12/16/2021,HB,21,15,36,0,29,6,22,1,18,3,96,22,26,20,15,14,0,0,21,0,0,1,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,0,,0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,12/20/2021,CES,37,30,165,0,1,43,39,12,46,12,220,190,93,0,49,76,5,1,51,0,24,4,0,1,0,0,16,29,15,0,0,6,0,0,0,0,0,0,"4,14",0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,WASP,12/16/2021,HB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,WASP,12/20/2021,CES,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,12/16/2021,HB,11,72,125,42,161,38,109,19,78,103,25,112,21,61,142,12,1,4,2,1,0,0,0,0,2,0,3,2,3,1,13,0,0,0,0,0,0,0,"1,7,11",0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,12/20/2021,CES,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,"5,9,10,11",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,12/23/2021,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,0,7,0,"1,9,12,13,16",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,12/27/2021,KVB,1,2,132,220,0,6,0,34,57,112,25,97,90,68,91,161,2,1,30,7,0,6,1,2,18,11,1,34,3,18,49,16,0,0,10,0,14,0,"2,5,6,7",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,12/23/2021,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,0,3,0,"1,3,4,8,11,12,13",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,12/27/2021,KVB,236,173,77,251,91,79,312,215,99,150,145,53,13,9,160,73,0,0,0,0,0,1,8,3,1,2,2,1,1,0,1,0,0,0,28,0,5,0,"14,16",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,12/23/2021,KVB,0,7,4,21,13,9,9,17,3,22,3,24,26,9,15,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,27,0,,1,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,12/27/2021,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,11,0,"4,9,12,13,15",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,12/23/2021,KVB,67,169,157,180,84,1,410,50,130,87,70,4,205,187,10,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,54,0,0,0,"2,6,12,15",2,1,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,12/27/2021,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,22,0,0,0,"3,4,13,16",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,12/23/2021,KVB,88,51,1,9,30,11,93,1,2,9,19,10,109,20,12,23,110,54,4,23,12,28,264,0,1,8,47,41,132,58,20,119,0,3,7,10,12,0,"2,3,4,8,9,11,12,15",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,12/27/2021,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,1,6,1,"1,6,10,16",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,12/23/2021,KVB,92,135,63,35,208,51,47,50,8,69,51,75,220,43,245,7,1,1,4,0,5,7,0,0,0,0,0,1,1,7,11,0,0,0,24,0,3,5,16,0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,12/27/2021,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,12,2,3,0,"3,13",0,1,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,12/23/2021,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,5,0,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,12/27/2021,KVB,2,0,0,0,1,0,1,0,0,5,1,0,0,1,4,3,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,9,0,0,8,1,"7,9,11",0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,12/23/2021,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11,1,0,0,"1,2,14",0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,12/27/2021,KVB,46,21,8,8,3,22,22,6,12,24,71,150,29,155,19,44,36,22,1,0,8,2,8,15,0,28,42,64,28,60,10,11,0,1,16,3,0,0,"3,4,5,7,11",0,1,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,12/23/2021,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,3,0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,12/27/2021,KVB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,36,1,34,31,0,1,104,22,24,2,1,38,50,6,14,2,9,0,0,0,0,"6,7",2,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,12/23/2021,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,12,0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,12/27/2021,KVB,6,124,98,55,1,3,1,1,1,11,93,128,42,173,8,15,1,3,7,0,0,2,0,0,3,0,3,2,3,1,1,1,0,0,0,0,0,0,"1,5,6,7,15",0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,WASP,12/23/2021,KVB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,WASP,12/27/2021,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,"2,6,8,14",0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,12/23/2021,KVB,152,29,116,35,60,19,348,9,190,171,155,22,195,175,87,104,2,2,14,0,3,0,3,2,6,0,5,0,4,2,0,0,0,0,0,0,0,0,"2,5,8,12",0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,12/27/2021,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,"3,11,14,15,16",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,12/30/2021,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25,5,21,0,"4,8",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,01/03/2022,NE,74,53,10,14,49,73,82,21,10,48,0,15,106,52,62,134,31,44,10,11,34,49,36,17,7,45,1,2,16,94,37,40,1,2,20,5,22,0,"3,4,8,9,11",1,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,01/06/2022,LAN,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,38,1,33,0,"1,2,5,7,10,15",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,12/30/2021,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,43,0,12,2,"4,5,6,8,9,10",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,01/03/2022,NE,54,100,47,307,82,110,72,328,93,50,77,7,81,240,115,278,7,5,5,27,5,6,2,44,7,1,5,1,6,15,11,16,0,0,45,1,10,2,"3,7,12",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,01/06/2022,LAN,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,66,1,19,0,"11,15",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,12/30/2021,KVB,10,20,30,9,0,9,5,0,11,9,3,5,0,6,4,24,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,6,0,10,0,"10,12,16",0,2,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,01/03/2022,NE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,0,9,0,"5,11",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,01/06/2022,LAN,4,1,1,0,0,4,3,1,2,0,2,0,1,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,83,24,2,0,7,0,,83,,"<wasp sex>44 male, 22 female</>"
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,12/30/2021,KVB,9,174,94,36,114,70,53,2,165,200,97,150,78,276,80,20,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,20,0,3,0,"1,7,8",1,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,01/03/2022,NE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,18,1,3,0,11,1,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,01/06/2022,LAN,95,85,300,65,30,230,170,210,2,35,40,35,580,360,55,330,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,14,0,0,0,"5,9,15",0,2,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,12/30/2021,KVB,72,138,39,19,109,22,0,49,40,50,89,89,36,37,62,55,25,50,73,73,82,7,2,92,36,14,39,48,36,75,69,98,0,5,12,3,7,0,7,0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,01/03/2022,NE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13,4,7,1,"3,13",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,01/06/2022,LAN,9,0,27,2,0,145,75,6,20,130,7,6,64,7,2,129,12,1,47,0,0,180,145,1,0,90,3,6,121,8,5,235,0,0,10,15,28,2,"2,4,5,11,15",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,12/30/2021,KVB,13,156,31,70,42,40,54,90,37,121,92,118,60,0,46,42,0,8,1,1,3,0,2,2,0,0,5,3,3,0,0,0,0,4,15,1,6,1,"1,4,5,6,14,15",0,4,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,01/03/2022,NE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,14,2,6,2,"10,16",1,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,01/06/2022,LAN,185,6,63,62,240,10,16,8,7,8,7,45,270,8,12,320,14,7,13,6,5,1,8,2,1,0,5,3,32,4,4,20,6,2,57,3,5,8,"8,9",6,2,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,12/30/2021,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,1,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,01/03/2022,NE,2,0,0,3,0,2,2,2,3,6,2,2,4,2,2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,3,3,26,1,0,5,4,,3,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,01/06/2022,LAN,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,12,7,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,12/30/2021,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,0,2,3,0,0,"4,8",2,,number of wasps removed written down as 0; confirmed on 2022-01-07 that they were actually removed
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,01/03/2022,NE,7,36,18,52,17,111,43,225,28,48,82,53,41,26,0,4,12,13,11,34,43,80,29,98,50,58,90,77,124,42,1,55,0,4,11,9,0,0,"11,15",0,4,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,01/06/2022,LAN,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,24,14,0,0,"1,2,16",0,1,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,12/30/2021,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,,0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,01/03/2022,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,77,91,62,140,88,155,36,52,29,19,0,32,73,2,2,3,0,0,0,0,13,2,,no WIA-5D confirmed
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,01/06/2022,LAN,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,"2,4,9,13,16",0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,12/30/2021,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,"3,8,9,13,16",0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,01/03/2022,NE,49,0,1,52,115,37,49,30,104,44,0,5,48,47,92,18,0,0,0,0,9,1,3,0,3,1,0,0,0,6,8,4,0,0,0,0,0,0,"2,11,12",0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,01/06/2022,LAN,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,,0,,
